MyUnknownColumn,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
3591,0,22.0,Mobile,1,9.0,COD,Male,4.0,2,Mobile,4,Single,7,0,12.0,1.0,2.0,1.0,150.59
861,0,12.0,Mobile,3,27.0,DC,Male,2.0,4,Laptop,2,Divorced,4,1,12.0,0.0,1.0,4.0,161.2
2299,0,15.0,Computer,1,8.0,DC,Male,2.0,3,Grocery,3,Married,1,1,13.0,1.0,2.0,10.0,278.61
662,0,28.0,Computer,1,8.0,DC,Male,3.0,3,Fashion,4,Divorced,4,0,18.0,1.0,1.0,3.0,209.76
1999,0,12.0,Mobile,2,8.0,DC,Female,2.0,4,Laptop,1,Married,9,0,11.0,1.0,1.0,4.0,152.04
2171,0,11.0,Mobile,2,6.0,UPI,Male,3.0,1,Mobile,3,Married,2,0,13.0,3.0,5.0,0.0,128.44
5081,0,2.0,Computer,1,8.0,CC,Male,3.0,4,Mobile,3,Single,2,1,12.0,2.0,2.0,3.0,146.54
1612,0,0.0,Computer,1,11.0,DC,Male,2.0,1,Laptop,5,Married,2,0,12.0,1.0,1.0,5.0,140.0
173,0,9.0,Computer,1,24.0,DC,Male,2.0,2,Mobile,2,Divorced,5,0,18.0,0.0,1.0,0.0,136.88
4278,0,10.0,Mobile,1,10.0,DC,Female,3.0,4,Mobile,1,Married,7,0,23.0,1.0,2.0,1.0,153.35
2486,0,10.0,Mobile,1,13.0,CC,Male,2.0,4,Mobile,4,Married,2,0,12.0,1.0,1.0,1.0,121.41
2561,0,16.0,Mobile,3,8.0,CC,Male,3.0,3,Laptop,1,Married,2,1,17.0,3.0,8.0,8.0,178.47
1016,0,10.0,Mobile,1,13.0,CC,Male,2.0,4,Mobile,4,Married,2,0,12.0,0.0,1.0,1.0,121.41
2837,1,1.0,Mobile,3,29.0,E wallet,Male,3.0,4,Mobile,3,Single,3,1,20.0,1.0,2.0,1.0,141.75
5325,0,18.0,Computer,2,8.0,UPI,Male,3.0,4,Laptop,1,Married,6,1,12.0,2.0,2.0,3.0,182.43
5444,0,13.0,Mobile,1,17.0,CC,Male,4.0,4,Fashion,3,Single,9,0,22.0,3.0,2.0,3.0,259.64
765,0,27.0,Computer,1,6.0,DC,Female,2.0,3,Fashion,3,Married,8,0,17.0,1.0,1.0,4.0,205.02
75,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop,5,Divorced,6,0,19.0,0.0,2.0,0.0,142.98
373,0,0.0,Mobile,1,12.0,CC,Male,3.0,3,Mobile,3,Divorced,1,0,20.0,2.0,2.0,2.0,127.72999999999999
3779,0,11.0,Mobile,1,20.0,CC,Male,3.0,4,Laptop,1,Married,3,0,18.0,1.0,4.0,8.0,167.85
3919,0,14.0,Mobile,1,15.0,DC,Female,4.0,4,Laptop,5,Married,4,1,17.0,1.0,2.0,1.0,190.16
5025,0,4.0,Mobile,3,36.0,DC,Male,4.0,4,Laptop,5,Married,10,0,20.0,2.0,2.0,4.0,166.15
4262,1,1.0,Computer,1,13.0,DC,Female,4.0,5,Mobile,1,Single,3,1,19.0,1.0,2.0,1.0,154.26
4608,0,14.0,Mobile,1,13.0,DC,Female,4.0,4,Grocery,3,Single,9,0,16.0,5.0,2.0,14.0,257.37
1939,0,2.0,Mobile,1,29.0,DC,Male,3.0,1,Mobile,3,Married,2,0,24.0,1.0,1.0,7.0,127.0
3799,0,4.0,Mobile,3,36.0,COD,Male,3.0,4,Fashion,4,Married,5,0,13.0,1.0,2.0,3.0,217.5
4096,0,28.0,Mobile,1,17.0,CC,Female,4.0,4,Laptop,5,Single,8,1,20.0,1.0,2.0,5.0,169.4
4496,1,1.0,Mobile,1,15.0,UPI,Male,4.0,6,Mobile,5,Married,3,1,12.0,1.0,2.0,8.0,146.19
1606,0,11.0,Computer,3,8.0,DC,Male,2.0,4,Laptop,1,Married,4,0,18.0,1.0,7.0,5.0,152.49
1745,0,12.0,Computer,1,6.0,DC,Male,2.0,3,Others,3,Married,2,1,14.0,0.0,1.0,6.0,291.97
3304,1,1.0,Computer,1,12.0,CC,Female,3.0,5,Mobile,3,Divorced,3,1,15.0,1.0,2.0,8.0,148.66
5272,1,2.0,Mobile,1,9.0,CC,Male,3.0,4,Laptop,4,Married,6,0,12.0,2.0,2.0,5.0,173.55
1060,0,16.0,Mobile,1,21.0,DC,Male,3.0,4,Grocery,3,Married,2,0,24.0,1.0,6.0,11.0,276.03
1476,0,23.0,Computer,3,18.0,E wallet,Female,3.0,3,Fashion,1,Single,5,0,11.0,1.0,2.0,1.0,192.08
2648,0,20.0,Mobile,1,10.0,DC,Female,3.0,4,Fashion,4,Married,9,1,12.0,5.0,14.0,10.0,203.33
3783,0,16.0,Computer,1,9.0,DC,Male,3.0,4,Fashion,1,Married,4,1,15.0,13.0,14.0,3.0,226.24
5528,0,8.0,Computer,1,29.0,UPI,Male,3.0,5,Laptop,1,Married,3,1,16.0,4.0,7.0,12.0,182.47
4870,0,7.0,Computer,3,24.0,DC,Male,3.0,4,Grocery,3,Single,3,0,16.0,6.0,7.0,1.0,299.44
1077,0,11.0,Mobile,1,10.0,CC,Female,2.0,3,Mobile,3,Married,8,0,19.0,0.0,1.0,0.0,133.06
1682,0,2.0,Mobile,1,15.0,UPI,Male,1.0,4,Mobile,1,Single,1,0,17.0,1.0,2.0,2.0,139.83
1354,0,9.0,Mobile,1,33.0,CC,Male,3.0,3,Laptop,3,Married,7,0,13.0,0.0,7.0,7.0,152.37
4202,1,1.0,Mobile,1,32.0,DC,Male,3.0,6,Mobile,3,Single,3,0,13.0,1.0,2.0,2.0,147.93
3003,0,7.0,Computer,1,12.0,DC,Female,4.0,4,Fashion,4,Divorced,8,0,12.0,3.0,2.0,9.0,243.77999999999997
1746,0,29.0,Computer,3,12.0,DC,Female,2.0,1,Grocery,5,Married,10,0,11.0,6.0,2.0,7.0,232.12
281,0,25.0,Mobile,1,9.0,CC,Male,2.0,4,Fashion,3,Divorced,3,1,14.0,0.0,1.0,4.0,179.69
614,0,0.0,Mobile,1,8.0,DC,Female,2.0,3,Laptop,2,Divorced,1,0,18.0,0.0,2.0,2.0,142.27
792,0,7.0,Mobile,3,8.0,E wallet,Female,2.0,3,Laptop,5,Single,1,1,12.0,1.0,1.0,2.0,145.38
5203,0,27.0,Mobile,1,9.0,CC,Male,3.0,2,Grocery,4,Single,6,0,13.0,1.0,9.0,9.0,290.98
5446,0,14.0,Mobile,1,9.0,DC,Female,4.0,4,Mobile,5,Married,6,0,18.0,2.0,2.0,3.0,158.77
3560,0,9.0,Mobile,3,24.0,DC,Male,4.0,4,Laptop,5,Divorced,5,1,16.0,2.0,2.0,3.0,214.66
590,0,6.0,Computer,1,6.0,UPI,Female,2.0,1,Laptop,4,Divorced,2,1,13.0,0.0,1.0,2.0,154.88
2056,1,0.0,Mobile,1,16.0,DC,Female,3.0,4,Mobile,5,Single,7,1,20.0,1.0,1.0,0.0,124.03999999999999
1344,0,7.0,Mobile,1,14.0,CC,Male,2.0,1,Laptop,3,Married,3,0,12.0,0.0,1.0,2.0,144.04
2365,0,20.0,Mobile,1,7.0,COD,Male,3.0,3,Mobile,1,Married,8,0,12.0,1.0,1.0,2.0,134.2
139,1,0.0,Mobile,1,8.0,DC,Male,3.0,3,Mobile,3,Single,3,0,11.0,1.0,1.0,0.0,134.85
2139,0,7.0,Computer,1,9.0,DC,Male,2.0,3,Laptop,1,Single,1,0,17.0,1.0,1.0,4.0,177.56
2185,0,10.0,Mobile,1,6.0,CC,Male,2.0,4,Mobile,3,Married,7,0,12.0,1.0,1.0,7.0,122.58000000000001
1804,0,14.0,Computer,1,8.0,UPI,Female,3.0,4,Laptop,3,Single,3,1,17.0,0.0,1.0,7.0,168.11
215,0,10.0,Mobile,1,11.0,CC,Male,3.0,3,Laptop,2,Married,8,0,16.0,0.0,1.0,4.0,163.47
4434,0,1.0,Mobile,1,10.0,CC,Male,4.0,5,Mobile,3,Single,3,0,18.0,2.0,2.0,1.0,157.3
2427,0,10.0,Mobile,1,26.0,DC,Male,3.0,3,Laptop,3,Single,1,0,14.0,1.0,1.0,2.0,122.72
4002,1,1.0,Mobile,2,25.0,UPI,Male,3.0,2,Mobile,5,Married,2,0,18.0,2.0,2.0,1.0,154.56
2270,0,15.0,Mobile,1,16.0,CC,Female,3.0,1,Laptop,4,Married,7,1,16.0,0.0,1.0,0.0,123.72
4302,0,12.0,Mobile,1,10.0,COD,Female,3.0,4,Laptop,3,Single,5,1,21.0,3.0,3.0,3.0,168.17
5340,0,10.0,Mobile,1,14.0,DC,Male,4.0,4,Mobile,4,Single,4,0,12.0,1.0,2.0,4.0,145.13
4619,0,15.0,Computer,1,9.0,UPI,Female,4.0,5,Laptop,3,Single,4,1,18.0,1.0,2.0,8.0,193.11
312,0,3.0,Mobile,3,13.0,E wallet,Male,3.0,3,Mobile,4,Single,1,0,14.0,1.0,1.0,2.0,129.83
2629,0,12.0,Mobile,1,16.0,CC,Male,3.0,3,Fashion,3,Single,8,0,21.0,2.0,2.0,2.0,234.64
2532,0,11.0,Computer,1,7.0,DC,Male,2.0,3,Laptop,1,Married,8,0,15.0,1.0,2.0,9.0,147.35
4713,0,14.0,Mobile,1,9.0,CC,Female,3.0,5,Mobile,1,Single,2,1,21.0,1.0,3.0,4.0,148.42
4255,0,28.0,Mobile,1,9.0,COD,Female,3.0,4,Fashion,3,Married,11,0,13.0,1.0,2.0,4.0,260.49
1929,0,15.0,Computer,1,14.0,DC,Male,3.0,3,Others,1,Married,2,0,13.0,1.0,14.0,9.0,284.3
1719,0,1.0,Mobile,3,15.0,DC,Male,3.0,3,Laptop,1,Single,2,0,16.0,1.0,1.0,7.0,152.53
1307,0,10.0,Mobile,1,16.0,DC,Female,2.0,1,Fashion,1,Married,2,1,25.0,0.0,2.0,8.0,237.44
5255,0,7.0,Mobile,1,35.0,DC,Male,4.0,4,Laptop,3,Married,3,1,13.0,5.0,6.0,8.0,177.07
3568,0,16.0,Computer,2,9.0,CC,Male,4.0,2,Laptop,5,Divorced,9,0,17.0,1.0,2.0,4.0,187.72
3214,0,8.0,Mobile,1,16.0,CC,Female,3.0,5,Fashion,4,Single,3,0,15.0,5.0,8.0,3.0,211.21
1683,0,3.0,Mobile,3,11.0,E wallet,Female,1.0,4,Laptop,3,Married,2,0,13.0,1.0,1.0,2.0,161.18
907,1,2.0,Computer,1,8.0,DC,Female,2.0,4,Mobile,5,Single,3,1,23.0,0.0,1.0,0.0,136.46
4567,0,19.0,Mobile,1,17.0,DC,Male,4.0,4,Mobile,1,Married,5,0,22.0,1.0,2.0,3.0,151.54
239,0,10.0,Mobile,1,16.0,CC,Female,3.0,3,Mobile,5,Divorced,7,0,20.0,1.0,1.0,3.0,134.52
842,0,13.0,Mobile,1,16.0,DC,Male,2.0,3,Mobile,4,Divorced,4,0,22.0,1.0,1.0,3.0,123.87
3532,1,1.0,Mobile,1,19.0,DC,Female,4.0,4,Mobile,2,Divorced,3,1,12.0,2.0,2.0,1.0,150.15
2998,0,31.0,Computer,1,7.0,DC,Male,3.0,6,Laptop,3,Married,4,1,14.0,2.0,2.0,3.0,181.6
3365,0,5.0,Mobile,3,14.0,DC,Male,3.0,5,Mobile,3,Divorced,5,0,16.0,4.0,6.0,3.0,148.29
3566,0,1.0,Mobile,3,28.0,E wallet,Male,3.0,2,Mobile,2,Single,3,0,18.0,1.0,3.0,3.0,151.78
5024,1,5.0,Computer,1,12.0,DC,Male,4.0,5,Mobile,5,Married,8,0,18.0,1.0,2.0,1.0,146.07
3185,1,1.0,Mobile,3,9.0,E wallet,Male,3.0,4,Mobile,5,Married,2,0,12.0,1.0,2.0,3.0,155.41
5365,1,1.0,Mobile,1,9.0,DC,Male,4.0,4,Mobile,4,Single,3,0,13.0,1.0,2.0,1.0,138.93
3697,1,1.0,Computer,1,21.0,UPI,Female,3.0,4,Fashion,2,Single,2,1,13.0,3.0,8.0,8.0,200.53
208,0,16.0,Mobile,1,13.0,DC,Female,2.0,3,Fashion,5,Divorced,9,0,16.0,1.0,1.0,0.0,199.85
2114,0,10.0,Computer,1,6.0,CC,Female,3.0,4,Mobile,3,Married,2,0,13.0,0.0,1.0,3.0,120.07
2613,0,26.0,Computer,1,7.0,CC,Female,2.0,4,Grocery,3,Married,5,1,20.0,1.0,1.0,3.0,229.64999999999998
2558,1,10.0,Mobile,3,13.0,DC,Male,3.0,3,Mobile,1,Married,2,1,21.0,1.0,1.0,2.0,122.75
5224,0,4.0,Mobile,2,8.0,DC,Male,3.0,4,Mobile,3,Married,2,0,22.0,1.0,2.0,4.0,145.64
2793,0,14.0,Mobile,3,9.0,DC,Male,2.0,4,Laptop,4,Married,3,0,11.0,1.0,1.0,4.0,189.38
1014,0,5.0,Mobile,1,11.0,UPI,Female,2.0,1,Mobile,1,Married,4,0,17.0,1.0,1.0,2.0,133.12
4128,1,1.0,Computer,3,16.0,E wallet,Male,3.0,4,Mobile,5,Married,3,0,20.0,2.0,2.0,1.0,142.9
1279,0,15.0,Computer,1,29.0,DC,Male,2.0,4,Laptop,3,Single,2,0,12.0,2.0,3.0,7.0,143.32
2306,0,8.0,Computer,1,10.0,DC,Male,2.0,3,Laptop,3,Single,2,1,11.0,1.0,1.0,1.0,142.49
4067,0,23.0,Computer,1,9.0,DC,Male,3.0,4,Others,1,Married,5,0,16.0,3.0,5.0,4.0,316.61
2367,0,10.0,Computer,1,11.0,COD,Male,2.0,1,Mobile,3,Single,1,0,14.0,0.0,1.0,3.0,135.0
815,1,2.0,Mobile,1,29.0,CC,Male,3.0,3,Mobile,5,Single,1,0,13.0,0.0,1.0,3.0,139.04
625,0,17.0,Mobile,3,34.0,CC,Female,2.0,1,Grocery,2,Divorced,4,1,18.0,1.0,2.0,11.0,233.2
2276,0,3.0,Computer,1,15.0,CC,Female,3.0,3,Laptop,3,Single,8,1,18.0,0.0,1.0,7.0,146.95
1480,0,9.0,Mobile,1,12.0,CC,Male,2.0,3,Laptop,4,Married,7,0,20.0,0.0,1.0,1.0,149.41
5174,0,5.0,Mobile,1,15.0,DC,Female,4.0,4,Grocery,4,Single,5,0,12.0,1.0,2.0,1.0,289.22
3655,0,1.0,Mobile,1,26.0,CC,Male,4.0,4,Mobile,2,Divorced,5,0,12.0,2.0,2.0,3.0,161.69
4289,0,23.0,Mobile,1,27.0,CC,Female,4.0,4,Laptop,5,Married,3,0,15.0,6.0,6.0,12.0,190.67
1720,0,22.0,Mobile,1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,0,24.0,1.0,1.0,3.0,209.64999999999998
3669,0,8.0,Mobile,1,36.0,CC,Male,3.0,4,Laptop,3,Divorced,6,0,14.0,1.0,8.0,8.0,179.29
2976,1,8.0,Computer,1,31.0,DC,Male,3.0,4,Mobile,3,Married,5,1,23.0,1.0,2.0,1.0,156.61
2860,0,1.0,Mobile,1,24.0,COD,Male,3.0,4,Mobile,4,Divorced,2,1,17.0,2.0,2.0,2.0,155.58
2867,1,1.0,Mobile,1,9.0,DC,Male,3.0,5,Mobile,2,Single,3,0,23.0,1.0,2.0,1.0,136.02
1763,0,0.0,Mobile,1,29.0,DC,Female,3.0,3,Mobile,1,Married,2,0,22.0,0.0,1.0,2.0,128.86
4385,0,31.0,Mobile,1,10.0,DC,Male,4.0,5,Mobile,1,Married,5,0,18.0,1.0,2.0,1.0,146.77
4679,0,3.0,Computer,1,7.0,DC,Male,4.0,6,Mobile,1,Married,3,0,19.0,1.0,3.0,9.0,152.2
4283,0,25.0,Mobile,1,13.0,DC,Male,3.0,4,Others,3,Single,9,0,16.0,9.0,16.0,16.0,320.37
4737,0,11.0,Mobile,1,17.0,DC,Female,3.0,4,Mobile,5,Married,2,1,14.0,5.0,5.0,4.0,152.82
1706,0,10.0,Mobile,1,16.0,DC,Female,2.0,1,Mobile,3,Married,4,1,13.0,0.0,1.0,7.0,122.13
2536,0,4.0,Mobile,3,11.0,DC,Female,3.0,3,Laptop,1,Married,2,0,11.0,0.0,1.0,2.0,154.76
2936,0,7.0,Mobile,1,12.0,DC,Female,4.0,5,Mobile,2,Divorced,3,0,14.0,1.0,2.0,3.0,154.11
3722,1,3.0,Computer,1,9.0,DC,Female,3.0,5,Mobile,5,Single,4,1,24.0,1.0,2.0,1.0,161.46
117,0,14.0,Mobile,1,25.0,DC,Male,3.0,3,Laptop,5,Married,3,0,16.0,1.0,1.0,0.0,130.72
2445,0,8.0,Mobile,3,16.0,DC,Female,3.0,4,Mobile,3,Married,1,0,23.0,2.0,4.0,2.0,124.30000000000001
3162,0,11.0,Mobile,1,7.0,DC,Female,4.0,4,Laptop,4,Divorced,8,0,13.0,4.0,5.0,4.0,189.47
5545,0,8.0,Mobile,3,20.0,CC,Male,3.0,4,Fashion,3,Married,3,0,19.0,1.0,2.0,3.0,211.28
3043,0,11.0,Mobile,1,13.0,CC,Male,3.0,3,Laptop,5,Married,6,1,14.0,3.0,7.0,8.0,184.74
5210,0,16.0,Computer,1,16.0,CC,Female,4.0,4,Mobile,1,Single,3,0,14.0,1.0,6.0,9.0,161.73
4757,0,16.0,Mobile,1,7.0,DC,Female,3.0,5,Laptop,1,Married,11,1,14.0,1.0,2.0,3.0,185.62
1551,0,0.0,Mobile,1,16.0,DC,Male,2.0,1,Mobile,4,Married,2,1,16.0,2.0,2.0,2.0,123.28
339,0,10.0,Mobile,1,6.0,COD,Female,2.0,3,Fashion,2,Single,5,0,17.0,1.0,1.0,2.0,174.91
2473,0,9.0,Computer,1,12.0,DC,Male,3.0,1,Laptop,5,Married,4,1,13.0,0.0,1.0,2.0,155.62
2019,0,30.0,Mobile,1,11.0,COD,Female,2.0,4,Fashion,4,Married,3,1,13.0,1.0,1.0,4.0,205.52
3622,1,1.0,Mobile,1,14.0,COD,Female,3.0,4,Mobile,3,Married,5,1,14.0,2.0,8.0,8.0,158.39
4968,0,3.0,Mobile,1,35.0,DC,Female,4.0,4,Mobile,1,Married,6,0,23.0,2.0,2.0,8.0,150.14
4297,0,13.0,Mobile,3,11.0,DC,Female,3.0,5,Laptop,3,Married,6,0,15.0,6.0,6.0,10.0,184.02
1848,0,7.0,Mobile,1,6.0,DC,Male,3.0,3,Mobile,1,Married,2,0,12.0,1.0,8.0,8.0,126.91
162,0,11.0,Mobile,1,29.0,DC,Male,2.0,3,Laptop,2,Married,10,0,14.0,0.0,1.0,2.0,157.45
1227,0,17.0,Mobile,1,6.0,DC,Male,3.0,1,Laptop,5,Married,3,0,15.0,2.0,2.0,2.0,150.33
5107,1,16.0,Mobile,3,12.0,DC,Male,4.0,4,Fashion,4,Single,11,1,20.0,8.0,8.0,3.0,209.46
5439,1,8.0,Computer,1,8.0,CC,Male,4.0,4,Mobile,4,Married,3,1,13.0,3.0,3.0,4.0,148.42
345,0,0.0,Computer,3,16.0,CC,Male,2.0,3,Mobile,2,Divorced,1,0,13.0,0.0,2.0,1.0,124.0
406,0,5.0,Mobile,1,9.0,DC,Female,2.0,3,Fashion,2,Single,4,0,15.0,3.0,7.0,3.0,211.58999999999997
259,0,9.0,Mobile,3,8.0,CC,Male,3.0,4,Fashion,3,Divorced,2,0,13.0,9.0,9.0,0.0,175.96
2567,1,10.0,Mobile,2,28.0,UPI,Male,2.0,5,Mobile,3,Married,2,0,11.0,0.0,1.0,0.0,115.55000000000001
2180,0,8.0,Mobile,2,14.0,COD,Male,3.0,3,Mobile,3,Single,2,0,17.0,0.0,1.0,4.0,143.23
3654,0,8.0,Mobile,3,22.0,CC,Female,4.0,4,Laptop,5,Single,3,0,13.0,2.0,10.0,7.0,186.25
313,0,8.0,Mobile,1,22.0,DC,Male,3.0,3,Fashion,3,Divorced,5,1,12.0,0.0,1.0,0.0,176.32
4804,0,5.0,Mobile,1,18.0,DC,Male,3.0,4,Mobile,1,Married,5,1,20.0,1.0,2.0,3.0,148.56
4689,0,12.0,Mobile,1,7.0,DC,Female,3.0,2,Laptop,1,Single,2,0,14.0,1.0,2.0,9.0,201.25
4663,0,8.0,Mobile,1,7.0,DC,Male,3.0,4,Mobile,1,Married,3,0,13.0,2.0,9.0,9.0,151.91
4721,0,26.0,Mobile,3,10.0,E wallet,Male,3.0,5,Grocery,5,Married,3,0,16.0,2.0,2.0,17.0,293.56
1473,0,0.0,Mobile,1,16.0,COD,Male,3.0,3,Mobile,1,Married,1,0,14.0,2.0,2.0,1.0,125.22999999999999
2569,0,10.0,Mobile,1,23.0,CC,Male,3.0,5,Mobile,3,Married,2,0,15.0,1.0,1.0,2.0,123.05000000000001
4037,0,10.0,Computer,2,9.0,UPI,Male,4.0,5,Laptop,1,Single,3,0,22.0,2.0,2.0,9.0,163.86
1184,0,0.0,Mobile,3,16.0,CC,Male,2.0,3,Laptop,1,Single,2,0,13.0,0.0,1.0,2.0,146.84
3755,0,29.0,Mobile,1,11.0,DC,Male,2.0,4,Laptop,3,Divorced,2,1,17.0,1.0,2.0,3.0,165.35
862,0,24.0,Computer,3,8.0,E wallet,Male,2.0,3,Fashion,4,Divorced,3,0,11.0,0.0,3.0,2.0,205.96
2006,0,16.0,Mobile,1,14.0,DC,Female,2.0,3,Laptop,4,Married,5,0,21.0,1.0,1.0,0.0,147.65
1599,0,2.0,Mobile,3,26.0,E wallet,Male,2.0,3,Laptop,1,Married,3,0,14.0,1.0,1.0,2.0,169.31
2190,0,13.0,Computer,1,32.0,CC,Female,3.0,4,Laptop,1,Married,4,1,13.0,0.0,1.0,0.0,144.22
4021,0,22.0,Mobile,1,17.0,DC,Male,4.0,5,Others,4,Married,6,0,16.0,4.0,13.0,10.0,321.65
4388,0,9.0,Computer,3,7.0,E wallet,Female,4.0,4,Fashion,3,Single,3,0,15.0,2.0,2.0,3.0,212.89
3624,0,1.0,Mobile,1,7.0,CC,Female,3.0,4,Mobile,4,Single,3,0,19.0,2.0,3.0,2.0,145.96
1826,0,7.0,Mobile,1,6.0,DC,Male,2.0,4,Mobile,1,Married,2,1,13.0,1.0,1.0,3.0,136.22
860,1,0.0,Mobile,1,28.0,CC,Male,3.0,3,Laptop,3,Divorced,2,1,15.0,3.0,6.0,7.0,161.79
4776,0,25.0,Mobile,3,33.0,E wallet,Female,4.0,4,Grocery,3,Married,4,0,15.0,1.0,5.0,18.0,288.07
3840,0,9.0,Mobile,1,25.0,DC,Male,3.0,2,Laptop,5,Married,3,0,12.0,1.0,2.0,11.0,177.08
5567,0,1.0,Mobile,1,8.0,DC,Male,3.0,5,Laptop,3,Single,3,0,13.0,2.0,2.0,3.0,171.17
2187,1,0.0,Mobile,1,16.0,DC,Female,3.0,3,Mobile,1,Married,2,1,11.0,1.0,1.0,0.0,125.15
4565,1,1.0,Mobile,1,10.0,CC,Male,4.0,4,Mobile,5,Married,7,0,14.0,2.0,2.0,3.0,165.31
4249,1,10.0,Mobile,3,16.0,CC,Male,4.0,5,Fashion,1,Single,3,0,17.0,4.0,5.0,3.0,221.19
3630,1,3.0,Mobile,1,30.0,CC,Male,4.0,4,Mobile,5,Single,2,0,14.0,1.0,2.0,4.0,164.04
1948,0,10.0,Mobile,1,8.0,DC,Female,3.0,4,Mobile,3,Single,2,0,14.0,1.0,1.0,0.0,122.74000000000001
3472,0,4.0,Mobile,1,27.0,UPI,Male,3.0,4,Laptop,5,Divorced,2,0,16.0,2.0,2.0,3.0,224.57
4350,0,26.0,Mobile,1,7.0,DC,Male,4.0,5,Others,3,Married,2,0,15.0,8.0,12.0,10.0,324.99
1421,0,8.0,Mobile,3,6.0,E wallet,Male,2.0,4,Laptop,5,Single,1,0,14.0,1.0,2.0,8.0,143.12
3418,0,28.0,Mobile,1,24.0,COD,Female,3.0,4,Fashion,3,Divorced,10,0,12.0,2.0,2.0,9.0,232.39
1735,0,16.0,Mobile,1,18.0,DC,Male,2.0,4,Grocery,4,Married,2,0,11.0,3.0,2.0,9.0,243.36
4860,1,21.0,Mobile,1,9.0,COD,Male,3.0,4,Mobile,3,Single,6,0,25.0,1.0,2.0,1.0,149.79
3194,1,9.0,Computer,3,33.0,DC,Female,4.0,4,Laptop,5,Divorced,4,0,15.0,1.0,2.0,1.0,167.86
366,0,16.0,Computer,1,15.0,CC,Male,3.0,3,Laptop,3,Married,4,1,13.0,2.0,4.0,7.0,156.79
1709,0,10.0,Mobile,1,16.0,CC,Female,3.0,3,Mobile,5,Married,7,0,20.0,1.0,1.0,3.0,134.52
3281,1,1.0,Mobile,3,23.0,E wallet,Female,4.0,4,Laptop,5,Single,7,0,16.0,2.0,2.0,3.0,178.24
1852,0,2.0,Mobile,3,9.0,CC,Female,3.0,3,Laptop,3,Married,2,0,14.0,0.0,1.0,2.0,155.61
3489,0,16.0,Mobile,1,9.0,CC,Male,3.0,4,Grocery,5,Divorced,2,0,16.0,6.0,14.0,8.0,301.65
4180,0,1.0,Computer,1,18.0,UPI,Female,4.0,2,Laptop,3,Married,2,0,19.0,1.0,2.0,4.0,165.11
3965,0,25.0,Mobile,1,10.0,COD,Female,3.0,4,Fashion,3,Married,4,0,12.0,3.0,2.0,3.0,256.16
392,0,0.0,Mobile,3,14.0,DC,Male,2.0,2,Laptop,4,Divorced,1,0,22.0,0.0,1.0,2.0,148.51
5434,0,5.0,Mobile,3,36.0,E wallet,Female,4.0,5,Laptop,1,Married,3,0,15.0,1.0,6.0,8.0,179.68
854,0,7.0,Mobile,1,35.0,CC,Male,2.0,3,Laptop,3,Divorced,5,0,13.0,0.0,7.0,7.0,154.29
2372,0,7.0,Mobile,1,7.0,DC,Female,2.0,4,Mobile,4,Married,6,0,17.0,1.0,1.0,2.0,132.94
725,0,5.0,Computer,3,8.0,DC,Female,3.0,3,Mobile,5,Married,2,0,12.0,0.0,1.0,0.0,128.27
1945,0,5.0,Mobile,1,10.0,DC,Female,3.0,4,Laptop,3,Married,2,0,12.0,5.0,6.0,8.0,161.62
3385,1,1.0,Mobile,3,7.0,DC,Male,3.0,5,Fashion,3,Divorced,7,0,12.0,2.0,12.0,3.0,231.08999999999997
3245,0,3.0,Mobile,3,17.0,E wallet,Male,3.0,4,Mobile,4,Married,3,0,15.0,1.0,3.0,3.0,147.97
1698,0,10.0,Mobile,1,12.0,CC,Male,2.0,1,Laptop,5,Married,5,1,13.0,6.0,6.0,7.0,159.74
4657,0,18.0,Mobile,1,10.0,UPI,Male,3.0,4,Others,1,Married,6,1,16.0,1.0,2.0,2.0,320.13
1147,0,11.0,Mobile,1,12.0,UPI,Female,2.0,4,Mobile,3,Married,2,0,11.0,0.0,1.0,4.0,137.02
2483,0,23.0,Computer,1,26.0,CC,Male,2.0,3,Grocery,3,Married,3,1,15.0,0.0,12.0,3.0,212.45
217,0,4.0,Mobile,1,13.0,CC,Female,2.0,3,Fashion,2,Single,2,1,14.0,2.0,4.0,10.0,171.43
5127,0,14.0,Mobile,1,8.0,DC,Male,3.0,4,Mobile,4,Married,5,0,23.0,2.0,2.0,4.0,148.87
2615,0,7.0,Mobile,3,9.0,DC,Female,2.0,5,Laptop,1,Single,6,0,12.0,2.0,2.0,2.0,160.29
1475,0,16.0,Computer,1,34.0,CC,Female,3.0,1,Mobile,3,Single,5,0,12.0,0.0,1.0,2.0,147.39
22,1,10.0,Mobile,3,28.0,E wallet,Male,2.0,3,Mobile,3,Single,2,1,19.0,0.0,1.0,0.0,116.75
1610,0,2.0,Mobile,3,8.0,CC,Male,3.0,4,Laptop,4,Married,3,0,19.0,1.0,1.0,0.0,166.44
308,0,19.0,Mobile,3,16.0,E wallet,Female,3.0,4,Fashion,2,Divorced,3,1,19.0,1.0,1.0,2.0,190.71
